-3.000000    169.000000   -32.000000   6.153846
-2.990000    16.000000   -32.000000   0.000000
-2.980000    16.000000   -32.000000   0.000000
-2.970000    16.000000   -32.000000   0.000000
-2.960000    16.000000   -32.000000   0.000000
-2.950000    16.000000   -32.000000   0.000000
-2.940000    16.000000   -32.000000   0.000000
-2.930000    16.000000   -32.000000   0.000000
-2.920000    16.000000   -32.000000   0.000000
-2.910000    16.000000   -32.000000   0.000000
-2.900000    16.000000   -32.000000   0.000000
-2.890000    16.000000   -32.000000   0.000000
-2.880000    16.000000   -32.000000   0.000000
-2.870000    16.000000   -32.000000   0.000000
-2.860000    16.000000   -32.000000   0.000000
-2.850000    16.000000   -32.000000   0.000000
-2.840000    16.000000   -32.000000   0.000000
-2.830000    16.000000   -32.000000   0.000000
-2.820000    16.000000   -32.000000   0.000000
-2.810000    16.000000   -32.000000   0.000000
-2.800000    16.000000   -32.000000   0.000000
-2.790000    16.000000   -32.000000   0.000000
-2.780000    16.000000   -32.000000   0.000000
-2.770000    16.000000   -32.000000   0.000000
-2.760000    16.000000   -32.000000   0.000000
-2.750000    16.000000   -32.000000   0.000000
-2.740000    16.000000   -32.000000   0.000000
-2.730000    16.000000   -32.000000   0.000000
-2.720000    16.000000   -32.000000   0.000000
-2.710000    16.000000   -32.000000   0.000000
-2.700000    16.000000   -32.000000   0.000000
-2.690000    16.000000   -32.000000   0.000000
-2.680000    16.000000   -32.000000   0.000000
-2.670000    16.000000   -32.000000   0.000000
-2.660000    16.000000   -32.000000   0.000000
-2.650000    16.000000   -32.000000   0.000000
-2.640000    16.000000   -32.000000   0.000000
-2.630000    16.000000   -32.000000   0.000000
-2.620000    16.000000   -32.000000   0.000000
-2.610000    16.000000   -32.000000   0.000000
-2.600000    16.000000   -32.000000   0.000000
-2.590000    16.000000   -32.000000   0.000000
-2.580000    16.000000   -32.000000   0.000000
-2.570000    16.000000   -32.000000   0.000000
-2.560000    16.000000   -32.000000   0.000000
-2.550000    16.000000   -32.000000   0.000000
-2.540000    16.000000   -32.000000   0.000000
-2.530000    16.000000   -32.000000   0.000000
-2.520000    16.000000   -32.000000   0.000000
-2.510000    16.000000   -32.000000   0.000000
-2.500000    16.000000   -32.000000   0.000000
-2.490000    16.000000   -32.000000   0.000000
-2.480000    16.000000   -32.000000   0.000000
-2.470000    16.000000   -32.000000   0.000000
-2.460000    16.000000   -32.000000   0.000000
-2.450000    16.000000   -32.000000   0.000000
-2.440000    16.000000   -32.000000   0.000000
-2.430000    16.000000   -32.000000   0.000000
-2.420000    16.000000   -32.000000   0.000000
-2.410000    16.000000   -32.000000   0.000000
-2.400000    16.000000   -32.000000   0.000000
-2.390000    16.000000   -32.000000   0.000000
-2.380000    16.000000   -32.000000   0.000000
-2.370000    16.000000   -32.000000   0.000000
-2.360000    16.000000   -32.000000   0.000000
-2.350000    16.000000   -32.000000   0.000000
-2.340000    16.000000   -32.000000   0.000000
-2.330000    16.000000   -32.000000   0.000000
-2.320000    16.000000   -32.000000   0.000000
-2.310000    16.000000   -32.000000   0.000000
-2.300000    16.000000   -32.000000   0.000000
-2.290000    16.000000   -32.000000   0.000000
-2.280000    16.000000   -32.000000   0.000000
-2.270000    16.000000   -32.000000   0.000000
-2.260000    16.000000   -32.000000   0.000000
-2.250000    16.000000   -32.000000   0.000000
-2.240000    16.000000   -32.000000   0.000000
-2.230000    16.000000   -32.000000   0.000000
-2.220000    16.000000   -32.000000   0.000000
-2.210000    16.000000   -32.000000   0.000000
-2.200000    16.000000   -32.000000   0.000000
-2.190000    16.000000   -32.000000   0.000000
-2.180000    16.000000   -32.000000   0.000000
-2.170000    16.000000   -32.000000   0.000000
-2.160000    16.000000   -32.000000   0.000000
-2.150000    16.000000   -32.000000   0.000000
-2.140000    16.000000   -32.000000   0.000000
-2.130000    16.000000   -32.000000   0.000000
-2.120000    16.000000   -32.000000   0.000000
-2.110000    16.000000   -32.000000   0.000000
-2.100000    16.000000   -32.000000   0.000000
-2.090000    16.000000   -32.000000   0.000000
-2.080000    16.000000   -32.000000   0.000000
-2.070000    16.000000   -32.000000   0.000000
-2.060000    16.000000   -32.000000   0.000000
