-5.000000    1.000000   -28.000000   8.000000
-4.999000    1.000000   -27.992000   8.000000
-4.998000    1.000000   -27.984000   8.000000
-4.997000    1.000000   -27.976000   8.000000
-4.996000    1.000000   -27.968000   8.000000
-4.995000    1.000000   -27.960000   8.000000
-4.994000    1.000000   -27.952000   8.000000
-4.993000    1.000000   -27.944000   8.000000
-4.992000    1.000000   -27.936000   8.000000
-4.991000    1.000000   -27.928000   8.000000
-4.990000    1.000000   -27.920000   8.000000
-4.989000    1.000000   -27.912000   8.000000
-4.988000    1.000000   -27.904000   8.000000
-4.987000    1.000000   -27.896000   8.000000
-4.986000    1.000000   -27.888000   8.000000
-4.985000    1.000000   -27.880000   8.000000
-4.984000    1.000000   -27.872000   8.000000
-4.983000    1.000000   -27.864000   8.000000
-4.982000    1.000000   -27.856000   8.000000
-4.981000    1.000000   -27.848000   8.000000
-4.980000    1.000000   -27.840000   8.000000
-4.979000    1.000000   -27.832000   8.000000
-4.978000    1.000000   -27.824000   8.000000
-4.977000    1.000000   -27.816000   8.000000
-4.976000    1.000000   -27.808000   8.000000
-4.975000    1.000000   -27.800000   8.000000
-4.974000    1.000000   -27.792000   8.000000
-4.973000    1.000000   -27.784000   8.000000
-4.972000    1.000000   -27.776000   8.000000
-4.971000    1.000000   -27.768000   8.000000
-4.970000    1.000000   -27.760000   8.000000
-4.969000    1.000000   -27.752000   8.000000
-4.968000    1.000000   -27.744000   8.000000
-4.967000    1.000000   -27.736000   8.000000
-4.966000    1.000000   -27.728000   8.000000
-4.965000    1.000000   -27.720000   8.000000
-4.964000    1.000000   -27.712000   8.000000
-4.963000    1.000000   -27.704000   8.000000
-4.962000    1.000000   -27.696000   8.000000
-4.961000    1.000000   -27.688000   8.000000
-4.960000    1.000000   -27.680000   8.000000
-4.959000    1.000000   -27.672000   8.000000
-4.958000    1.000000   -27.664000   8.000000
-4.957000    1.000000   -27.656000   8.000000
-4.956000    1.000000   -27.648000   8.000000
-4.955000    1.000000   -27.640000   8.000000
-4.954000    1.000000   -27.632000   8.000000
-4.953000    1.000000   -27.624000   8.000000
-4.952000    1.000000   -27.616000   8.000000
-4.951000    1.000000   -27.608000   8.000000
-4.950000    1.000000   -27.600000   8.000000
-4.949000    1.000000   -27.592000   8.000000
-4.948000    1.000000   -27.584000   8.000000
-4.947000    1.000000   -27.576000   8.000000
-4.946000    1.000000   -27.568000   8.000000
-4.945000    1.000000   -27.560000   8.000000
-4.944000    1.000000   -27.552000   8.000000
-4.943000    1.000000   -27.544000   8.000000
-4.942000    1.000000   -27.536000   8.000000
-4.941000    1.000000   -27.528000   8.000000
-4.940000    1.000000   -27.520000   8.000000
-4.939000    1.000000   -27.512000   8.000000
-4.938000    1.000000   -27.504000   8.000000
-4.937000    1.000000   -27.496000   8.000000
-4.936000    1.000000   -27.488000   8.000000
-4.935000    1.000000   -27.480000   8.000000
-4.934000    1.000000   -27.472000   8.000000
-4.933000    1.000000   -27.464000   8.000000
-4.932000    1.000000   -27.456000   8.000000
-4.931000    1.000000   -27.448000   8.000000
-4.930000    1.000000   -27.440000   8.000000
-4.929000    1.000000   -27.432000   8.000000
-4.928000    1.000000   -27.424000   8.000000
-4.927000    1.000000   -27.416000   8.000000
-4.926000    1.000000   -27.408000   8.000000
-4.925000    1.000000   -27.400000   8.000000
-4.924000    1.000000   -27.392000   8.000000
-4.923000    1.000000   -27.384000   8.000000
-4.922000    1.000000   -27.376000   8.000000
-4.921000    1.000000   -27.368000   8.000000
